fname,bbox_n,bbox_w,bbox_h
train-00178,5,149.77801208496098,31.96923980712891
train-00179,1,86.66666412353516,12.0
train-00180,2,142.66663742065433,35.33333396911621
train-00181,9,142.07876756456164,49.147391425238716
train-00182,12,137.9911390940348,47.450942118962615
train-00183,0,0.0,0.0
train-00184,3,49.600001017252595,7.466667175292969
train-00185,4,118.66667556762695,40.66667175292969
train-00186,27,52.06668316876447,17.913079720956308
train-00187,0,0.0,0.0
train-00188,7,83.04762159075055,36.76190185546875
train-00189,0,0.0,0.0
train-00190,4,157.15616798400882,40.79596710205078
train-00191,12,97.22870699564615,37.86850722630819
train-00192,14,96.02308872767857,29.715868541172572
train-00193,16,62.32161021232605,24.582408905029297
train-00194,0,0.0,0.0
train-00195,11,68.07922068509188,17.795672763477672
train-00196,9,169.37365807427298,54.988573286268455
train-00197,4,37.33333587646485,19.999996185302734
train-00198,18,67.18203692966037,34.170908504062226
train-00199,7,112.59702845982143,34.873458589826306
train-00200,0,0.0,0.0
train-00201,5,33.86665802001953,20.266663360595704
train-00202,15,100.615079498291,70.55507024129231
train-00203,56,50.34917688369751,17.044504710606166
train-00204,8,57.402220249176025,39.265721321105964
train-00205,9,83.75867123074,38.74979485405816
train-00206,27,61.768953959147126,34.83223922164352
train-00207,16,22.456665337085727,12.44666600227356
train-00208,0,0.0,0.0
train-00209,4,150.60726928710938,38.42193984985352
train-00210,3,48.9402592976888,16.676896413167313
train-00211,21,65.10071818033855,21.10812741234189
train-00212,28,50.633943966456826,25.45071792602539
train-00213,7,46.476184300013955,10.285714285714286
train-00214,0,0.0,0.0
train-00215,27,71.63008371988933,30.536407046847874
train-00216,17,131.48851282456346,39.9636910382439
train-00217,0,0.0,0.0
train-00218,0,0.0,0.0
train-00219,15,54.34650166829428,31.89291178385417
train-00220,11,60.30033527721058,21.873199462890625
train-00221,14,40.015986578805105,23.280412673950195
train-00222,33,75.35900618813254,21.767731348673507
train-00223,0,0.0,0.0
train-00224,30,77.85307909647624,31.89230155944824
train-00225,54,60.85764531736021,18.444321526421444
train-00226,0,0.0,0.0
train-00227,33,60.19754768140388,30.85028631036932
train-00228,0,0.0,0.0
train-00229,2,39.99998474121094,14.666664123535154
train-00230,11,156.99461017955434,42.6481538252397
train-00231,0,0.0,0.0
train-00232,11,56.56229088523171,17.60452547940341
train-00233,8,103.49999618530272,30.166666984558105
train-00234,4,81.86643600463867,30.6724853515625
train-00235,2,59.88236999511719,22.47057342529297
train-00236,0,0.0,0.0
train-00237,24,73.95114994049072,28.213753064473465
train-00238,9,48.39809788597954,20.88873672485352
train-00239,44,74.68242116407914,26.174730907786977
train-00240,47,45.00217571664363,16.256421434118394
train-00241,21,52.45757765997025,17.09275926862444
train-00242,0,0.0,0.0
train-00243,7,14.792672293526785,11.601475306919642
train-00244,2,20.5640869140625,20.153846740722656
train-00245,11,62.78770724209872,24.6095102483576
train-00246,3,98.9742177327474,25.923858642578125
train-00247,37,41.74373502989073,14.785151095003695
train-00248,11,100.09482435746628,40.78507510098544
train-00249,2,22.213348388671875,16.82666015625
train-00250,2,113.63909149169922,26.80439758300781
train-00251,8,49.036399841308594,17.74899673461914
train-00252,0,0.0,0.0
train-00253,1,39.298919677734375,19.36179542541504
train-00254,1,34.666671752929695,37.33333587646485
train-00255,0,0.0,0.0
train-00256,31,54.53290643999654,20.000200517715946
train-00257,95,38.106229641563004,14.920391644929586
train-00258,35,48.931918116978245,16.712597329275948
train-00259,0,0.0,0.0
train-00260,8,53.54789733886719,27.44203090667725
train-00261,26,112.31191048255332,38.88431064899151
train-00262,1,116.0,44.0
train-00263,0,0.0,0.0
train-00264,20,45.96138381958008,16.724507141113282
train-00265,12,82.37869644165039,27.661759932835892
train-00266,23,63.27639538308848,29.80369402014691
train-00267,2,24.40000915527344,9.466667175292967
train-00268,62,44.27475086335214,12.68902612501575
train-00269,76,105.67843291634009,27.22641222100509
train-00270,1,120.0,28.000003814697266
train-00271,7,117.09379795619421,57.19862583705357
train-00272,14,49.78128487723215,14.809587751116073
train-00273,11,51.34306196732955,13.675148703835227
train-00274,0,0.0,0.0
train-00275,7,30.26421247209821,19.532500675746373
train-00276,0,0.0,0.0
train-00277,0,0.0,0.0
train-00278,6,49.777779897054046,17.77777608235677
train-00279,4,35.85734558105469,20.40320587158203
train-00280,37,51.19926019617029,14.212259936977075
train-00281,0,0.0,0.0
train-00282,0,0.0,0.0
train-00283,1,13.333343505859375,57.33333206176758
train-00284,24,63.722220102945954,27.50000111262004
train-00285,1,118.66666412353516,30.66666412353516
train-00286,1,77.33332824707031,9.333343505859377
train-00287,16,133.11503863334656,22.30351358652115
train-00288,24,57.429225762685135,55.442686398824065
train-00289,6,89.4175001780192,29.004555702209476
train-00290,25,85.65510025024416,31.068028030395514
train-00291,33,71.69170183123964,18.946036830092922
train-00292,3,89.33331298828125,35.55555979410807
train-00293,0,0.0,0.0
train-00294,0,0.0,0.0
train-00295,24,83.5852936108907,35.67308235168457
train-00296,38,69.64319239164654,21.763957776521377
train-00297,18,89.115239461263,35.392212761773
train-00298,6,31.846657594045,17.224228223164875
train-00299,2,111.99996185302734,33.999984741210945
train-00300,0,0.0,0.0
train-00301,0,0.0,0.0
train-00302,1,62.66668701171875,10.666666984558104
train-00303,35,63.306927272251684,22.165060806274415
train-00304,8,51.0540714263916,21.98673248291016
train-00305,3,89.08967081705731,56.30190022786458
train-00306,6,76.74983469645183,29.496826171875
train-00307,10,87.47236518859863,27.511666870117192
train-00308,22,48.51294638893821,17.305045821449973
train-00309,0,0.0,0.0
train-00310,1,46.21084594726562,12.604904174804688
train-00311,9,30.22222137451172,15.555555025736489
train-00312,19,64.91927658884147,19.24137396561472
train-00313,4,196.26187896728518,60.67346954345703
train-00314,26,69.02093388484074,31.562462733342095
train-00315,0,0.0,0.0
train-00316,43,73.91913578122161,23.175643477328986
train-00317,9,61.92926788330078,35.880806393093536
train-00318,2,83.8533935546875,29.305435180664066
train-00319,13,59.02879685621996,15.318573584923376
train-00320,13,60.254366361177894,23.032011765700123
train-00321,1,8.0,114.66666412353516
train-00322,19,69.3405408357319,26.090845409192532
train-00323,15,113.4672170003255,52.24284261067708
train-00324,3,14.666667302449547,8.0
train-00325,39,78.83879089355469,15.374014829977966
train-00326,20,122.69937019348144,39.777157592773435
train-00327,1,66.66665649414061,48.0
train-00328,55,79.29136803366922,26.109123958240854
train-00329,16,45.69584393501282,16.4105327129364
train-00330,1,59.19073486328125,8.95635986328125
train-00331,9,61.83252376980252,18.37020789252387
train-00332,13,51.23681112436147,18.465804173396183
train-00333,0,0.0,0.0
train-00334,7,146.0952388218471,30.666660853794642
train-00335,13,33.81213613656851,11.736455477201021
train-00336,42,40.564958912985674,19.992779141380677
train-00337,24,82.57989899317424,29.35027901331584
train-00338,4,114.4616470336914,45.3967399597168
train-00339,0,0.0,0.0
train-00340,3,34.666665395100914,16.44444465637207
train-00341,0,0.0,0.0
train-00342,5,49.12838134765625,56.459143829345706
train-00343,14,80.16842324393136,31.58544158935547
train-00344,19,46.22750653718647,20.790638170744245
train-00345,11,55.15151630748402,20.48484975641424
train-00346,11,64.31589577414773,23.99011126431552
train-00347,20,52.071171569824216,22.300719451904296
train-00348,10,83.91035385131836,34.79317932128906
train-00349,5,74.19372863769532,56.10501785278321
train-00350,27,88.87028362132885,31.26465804488571
train-00351,11,139.84055952592328,49.59721374511719
train-00352,0,0.0,0.0
train-00353,15,29.74269962310791,17.789474995930988
train-00354,0,0.0,0.0
train-00355,14,97.8687351771763,20.061820438929967
train-00356,0,0.0,0.0
train-00357,11,70.07934084805575,22.88297063654119
train-00358,26,64.2998699775109,21.674374360304608
train-00359,2,338.9589385986328,135.15803527832028
train-00360,0,0.0,0.0
train-00361,1,41.33331298828125,18.666656494140625
train-00362,3,27.687693277994796,11.651652018229164
train-00363,0,0.0,0.0
train-00364,2,108.66667938232422,83.33334350585938
train-00365,0,0.0,0.0
train-00366,0,0.0,0.0
train-00367,0,0.0,0.0
train-00368,17,50.51050724702723,9.677515534793631
train-00369,17,45.668197856229895,15.578278485466454
train-00370,12,59.8375186920166,25.088680267333984
train-00371,3,17.777786254882812,12.8888889948527
train-00372,0,0.0,0.0
train-00373,38,49.12927737988924,17.719249323794717
train-00374,13,107.11974510779748,56.7845458984375
train-00375,3,68.2908452351888,43.28520202636719
train-00376,16,82.3083028793335,30.470532178878784
train-00377,70,46.20039825439453,17.680203819274897
train-00378,71,41.11277964417364,18.551924611481144
train-00379,11,113.3977858803489,28.31635908647017
train-00380,40,76.21282963752746,32.54786677360535
train-00381,5,58.684228515625,18.021490478515624
train-00382,81,68.08889874116873,26.2124949561225
train-00383,0,0.0,0.0
train-00384,0,0.0,0.0
train-00385,17,62.165765650132116,24.679187101476327
train-00386,0,0.0,0.0
train-00387,7,120.57557024274556,36.765869140625
train-00388,1,10.666671752929688,44.0
train-00389,9,40.14814885457357,23.407408926222057
train-00390,22,46.39932055906816,16.754935307936236
train-00391,9,69.00839932759602,35.016262478298614
train-00392,0,0.0,0.0
train-00393,4,34.33333206176758,17.666664123535156
train-00394,5,131.92056121826172,55.71081848144532
train-00395,2,35.228919982910156,17.734573364257812
train-00396,0,0.0,0.0
train-00397,7,181.3403778076172,78.82890101841518
train-00398,25,124.607755279541,52.63932144165039
train-00399,7,84.05071694510323,33.304600306919646
train-00400,10,33.697093200683604,25.84002685546875
train-00401,1,225.24838256835938,95.22483825683594
train-00402,15,102.84444783528645,45.77777709960939
train-00403,1,399.22113037109375,25.546630859375
train-00404,1,33.7861328125,8.2515869140625
train-00405,5,33.59999008178711,12.800000381469724
train-00406,18,139.723082224528,50.952223036024314
train-00407,7,47.299647194998606,34.36483464922224
train-00408,6,25.1844041744868,20.596524556477863
train-00409,3,41.333333333333336,24.000005086263016
train-00410,2,62.46074676513672,26.11540222167969
train-00411,1,31.63238525390625,132.45819091796878
train-00412,3,106.61484781901044,25.370992024739586
train-00413,23,63.07958743883216,43.01141755477242
train-00414,4,63.52762985229492,38.42473316192628
train-00415,0,0.0,0.0
train-00416,4,153.84090805053708,61.02963256835938
train-00417,1,41.68741226196289,14.6611328125
train-00418,6,53.151611328125,35.6042226155599
train-00419,12,141.42794195810953,48.30527941385904
train-00420,6,120.10520680745441,36.626152674357094
train-00421,76,62.11352353346975,25.047130158073024
train-00422,5,281.33330688476565,57.33333282470703
train-00423,0,0.0,0.0
train-00424,64,48.781277120113366,17.85686157643795
train-00425,9,188.44141811794705,63.90149943033853
train-00426,26,80.19931132976825,28.04204618013822
train-00427,16,161.88306379318237,50.289337396621704
train-00428,1,76.34939575195312,49.94026184082031
train-00429,12,93.33729553222656,21.52579140663147
train-00430,0,0.0,0.0
train-00431,8,61.48896431922913,12.713538408279419
train-00432,3,13.04619598388672,19.792765299479168
train-00433,16,64.41360235214232,43.78224420547485
train-00434,15,165.1679445902506,42.062990951538076
train-00435,0,0.0,0.0
train-00436,4,14.265008926391602,19.751365661621094
train-00437,1,20.0,28.0
train-00438,14,55.6251027243478,21.202598571777344
train-00439,0,0.0,0.0
train-00440,4,96.1193389892578,29.090789794921875
train-00441,1,64.16647338867189,5.95703125
train-00442,20,106.16685638427734,47.11397762298584
train-00443,9,77.7608659532335,35.06760830349393
train-00444,23,52.99579587190047,23.40254941193954
train-00445,28,64.02343858991351,25.579857621874126
train-00446,7,58.363927296229775,46.60907963344029
train-00447,4,163.7397193908691,60.23037910461426
train-00448,21,63.66367158435639,22.833823794410343
train-00449,3,119.09740193684894,38.54366556803385
train-00450,11,129.63431202281606,44.473784706809305
train-00451,4,307.6340637207031,120.89415550231934
train-00452,3,22.222218831380204,9.333333333333334
train-00453,17,127.1865005493164,39.84240498262293
train-00454,2,50.00000381469727,25.33333492279053
train-00455,14,185.57032448904855,56.035275868007105
train-00456,0,0.0,0.0
train-00457,3,50.9731928507487,36.56705729166666
train-00458,10,101.8609634399414,21.9217586517334
train-00459,57,40.947841209277776,20.458016445762233
train-00460,1,24.0,21.333328247070312
train-00461,2,35.299713134765625,18.50262451171875
train-00462,16,83.63097572326659,20.654003143310547
train-00463,2,51.07633972167969,20.54991912841797
train-00464,5,186.61718139648443,32.11485900878906
train-00465,4,178.63391876220703,31.83391571044922
train-00466,8,22.179064750671387,8.262462615966799
train-00467,18,48.55662557813857,15.20554648505317
train-00468,1,98.13055419921876,31.13344764709473
train-00469,2,45.59949493408203,7.1820068359375
train-00470,0,0.0,0.0
train-00471,7,178.91326032366072,34.99285234723772
train-00472,16,66.13677978515625,25.762165069580078
train-00473,8,27.082035064697266,13.433727264404295
train-00474,2,26.666667938232425,17.33331298828125
train-00475,1,24.000030517578125,21.33334350585937
train-00476,4,113.35173225402832,73.61711883544922
train-00477,4,21.20199084281921,26.846866607666016
train-00478,0,0.0,0.0
train-00479,0,0.0,0.0
train-00480,9,88.01529269748265,61.78372361924914
train-00481,3,62.23125203450522,46.24220021565755
train-00482,0,0.0,0.0
train-00483,23,72.79576575237772,37.18985914147419
train-00484,2,31.33332252502441,23.33333396911621
train-00485,1,24.0,24.0
train-00486,0,0.0,0.0
train-00487,10,123.83577957153321,51.846728515625
train-00488,0,0.0,0.0
train-00489,24,88.10692326227823,34.04173533121745
train-00490,0,0.0,0.0
train-00491,20,161.18122825622558,55.33773612976074
train-00492,5,136.71661376953122,35.790899658203124
train-00493,12,134.93644968668622,50.04994010925293
train-00494,0,0.0,0.0
train-00495,0,0.0,0.0
train-00496,10,275.16077423095703,48.3667236328125
train-00497,18,60.567134221394866,24.678397496541336
train-00498,8,43.32965660095215,20.30172824859619
train-00499,0,0.0,0.0
train-00500,27,75.82362309208622,22.79989044754593
train-00501,11,40.57787218960849,19.660524021495476
train-00502,11,50.92039975253019,15.997055747292258
train-00503,15,81.97384389241536,37.75594685872396
train-00504,26,49.22348932119515,15.73201458270733
train-00505,1,108.61166381835938,9.87628173828125
train-00506,2,122.28324794769287,116.14937400817871
train-00507,43,47.90618160159089,21.905309233554572
train-00508,0,0.0,0.0
train-00509,0,0.0,0.0
train-00510,14,87.87659454345703,28.529435838971814
train-00511,0,0.0,0.0
train-00512,47,71.39129577799045,49.06677152755413
train-00513,14,73.5727037702288,18.227882385253906
train-00514,0,0.0,0.0
train-00515,0,0.0,0.0
train-00516,42,48.6120413371495,21.43315496898833
train-00517,8,145.14217185974118,38.10805702209473
train-00518,11,67.51541692560369,24.60831798206676
train-00519,4,51.61524391174317,18.390380859375
train-00520,13,101.20743971604568,41.96499839195838
train-00521,0,0.0,0.0
train-00522,0,0.0,0.0
train-00523,14,96.81647872924805,41.75032915387835
train-00524,5,141.86454620361332,55.56421203613282
train-00525,7,60.4813494001116,23.08263124738421
train-00526,0,0.0,0.0
train-00527,13,42.331251878004814,19.61350624377911
train-00528,0,0.0,0.0
train-00529,1,51.33333206176758,23.33333396911621
train-00530,82,52.80487604839046,20.047624378669557
train-00531,0,0.0,0.0
train-00532,10,39.96891555786133,18.443560791015624
train-00533,0,0.0,0.0
train-00534,9,155.2592544555664,52.88888719346789
train-00535,0,0.0,0.0
train-00536,9,88.59253777398004,37.93085394965278
train-00537,12,181.29912757873532,62.83420817057291
train-00538,4,45.653846740722656,16.60256576538086
train-00539,11,136.49148975719106,58.8236330205744
train-00540,3,153.6563517252604,40.86287053426107
train-00541,0,0.0,0.0
train-00542,0,0.0,0.0
train-00543,10,67.49725646972657,30.06948013305664
train-00544,5,40.211328125,59.62462158203125
train-00545,0,0.0,0.0
train-00546,7,55.352867671421606,15.221743447440009
train-00547,2,48.91323852539063,19.044830322265625
train-00548,0,0.0,0.0
train-00549,1,103.98110961914062,23.2872314453125
train-00550,1,201.33334350585938,48.0
train-00551,16,53.978264331817634,25.26342177391052
train-00552,0,0.0,0.0
train-00553,4,61.81230926513672,25.52815246582031
train-00554,4,41.855167388916016,14.16388702392578
train-00555,8,26.38291835784912,25.28905153274536
train-00556,13,148.2718183077299,29.277867243840145
train-00557,5,78.35978851318359,35.200341796875
train-00558,14,78.022050176348,31.117287635803226
train-00559,0,0.0,0.0
train-00560,8,93.33332920074464,39.66666460037232
train-00561,3,22.55232747395833,63.3940658569336
train-00562,66,48.853546604965665,15.85748038147435
train-00563,1,34.89306640625,9.459152221679688
train-00564,0,0.0,0.0
train-00565,16,44.84154176712036,14.43057632446289
train-00566,10,47.56287040710449,19.45386962890625
train-00567,32,83.28502190113069,41.692413091659546
train-00568,0,0.0,0.0
train-00569,11,171.00011374733666,46.05836902965199
train-00570,10,49.22232208251953,20.312815856933593
train-00571,10,106.14489364624023,59.03124136924744
train-00572,0,0.0,0.0
train-00573,56,81.99576187133789,31.18840421949114
train-00574,9,151.0759709676107,41.539655897352425
train-00575,0,0.0,0.0
train-00576,11,38.57093811035156,19.05790983546864
train-00577,3,65.50613149007161,16.023681640625
train-00578,2,163.83914184570312,82.27664184570312
train-00579,19,34.27857931036698,16.237251783672132
train-00580,15,67.55556119283041,19.999999872843425
train-00581,5,154.93333129882814,33.066666984558104
train-00582,6,66.62769444783528,33.430328369140625
train-00583,30,45.664273579915374,24.851322301228837
train-00584,0,0.0,0.0
train-00585,2,193.50849151611328,52.433189392089844
train-00586,8,106.58761978149414,43.179823875427246
train-00587,0,0.0,0.0
train-00588,25,81.86532287597656,21.968225708007807
train-00589,11,135.20214913108128,33.338724309747874
train-00590,0,0.0,0.0
train-00591,7,77.39457593645369,33.667794363839285
train-00592,6,105.80408477783205,35.038600603739425
train-00593,0,0.0,0.0
train-00594,3,96.96110026041669,21.98242314656575
train-00595,26,99.41821802579442,20.831667093130253
train-00596,6,60.48897298177084,12.632145881652832
train-00597,1,36.36773681640625,42.25289916992188
train-00598,9,78.54207695855035,31.635698106553818
train-00599,0,0.0,0.0
train-00600,0,0.0,0.0
train-00601,4,121.33333396911621,43.000000953674316
train-00602,54,68.01934855072587,28.344071670814795
train-00603,13,97.46292114257812,50.73343188946064
train-00604,1,69.33334350585939,14.666656494140625
train-00605,0,0.0,0.0
train-00606,2,22.509801864624023,8.70588207244873
train-00607,0,0.0,0.0
train-00608,1,29.33331298828125,21.33334350585937
train-00609,1,40.00000381469727,12.0
train-00610,10,91.20141658782957,20.853417587280273
train-00611,7,95.80952235630579,23.238100324358264
train-00612,21,111.83051518031529,22.329864683605376
train-00613,5,28.877269172668452,14.894622802734375
train-00614,6,67.11410268147786,12.989906311035154
train-00615,24,85.64603265126544,44.19029744466147
train-00616,19,117.69054814388878,29.415784735428662
train-00617,1,33.33333206176758,14.666656494140625
train-00618,0,0.0,0.0
train-00619,0,0.0,0.0
train-00620,2,56.66665649414063,13.333333969116213
train-00621,0,0.0,0.0
train-00622,0,0.0,0.0
train-00623,5,45.69810791015625,56.927407836914064
train-00624,16,68.85702133178711,17.692724347114567
train-00625,9,138.8813273111979,49.296912299262154
train-00626,0,0.0,0.0
train-00627,25,56.776295166015615,12.544470195770266
train-00628,40,55.39380531311035,14.545236968994141
train-00629,16,145.66476345062256,19.216647148132324
train-00630,4,195.28802871704102,43.29089546203613
train-00631,6,54.60171699523926,18.2987429300944
train-00632,18,72.18022918701172,30.892300393846302
train-00633,2,127.51815032958984,36.83427429199219
train-00634,8,166.7249488830566,50.08878517150879
train-00635,0,0.0,0.0
train-00636,4,71.33333778381349,23.66666603088379
train-00637,0,0.0,0.0
train-00638,1,99.9999771118164,17.33331298828125
train-00639,6,171.90876388549805,90.3615264892578
train-00640,28,80.367324420384,22.103863511766704
train-00641,0,0.0,0.0
train-00642,35,50.29641309465681,14.048077256338935
train-00643,0,0.0,0.0
train-00644,0,0.0,0.0
train-00645,2,61.46206665039063,18.878173828125
train-00646,28,47.42588342939104,17.737539836338588
train-00647,11,51.06623389504173,21.32064611261541
train-00648,9,93.52662658691406,33.059648301866325
train-00649,9,63.549779256184905,16.894777933756508
train-00650,0,0.0,0.0
train-00651,3,114.79303487141928,51.4638671875
train-00652,1,120.4315948486328,60.507568359375
train-00653,12,84.15995852152506,37.079702695210784
train-00654,0,0.0,0.0
train-00655,12,70.35930315653485,20.861895243326824
train-00656,5,39.77769012451172,12.550231170654294
train-00657,0,0.0,0.0
train-00658,3,15.111111323038735,56.88888549804688
train-00659,9,66.2094340854221,77.0513916015625
train-00660,30,88.77581303914387,24.587346522013345
train-00661,7,165.9852556501116,61.568310328892295
train-00662,18,102.84861946105957,37.7552064259847
train-00663,1,91.99999237060548,32.0
